set,iteration,mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin,name
V,3,12.0,8,400.0,167.0,4906,12.5,73,1,ford country
V,3,13.0,8,360.0,170.0,4654,13.0,73,1,plymouth custom suburb
V,3,12.0,8,350.0,180.0,4499,12.5,73,1,oldsmobile vista cruiser
V,3,18.0,6,232.0,100.0,2789,15.0,73,1,amc gremlin
V,3,20.0,4,97.0,88.0,2279,19.0,73,3,toyota carina
V,3,21.0,4,140.0,72.0,2401,19.5,73,1,chevrolet vega
V,3,22.0,4,108.0,94.0,2379,16.5,73,3,datsun 610
V,3,18.0,3,70.0,90.0,2124,13.5,73,3,maxda rx3
V,3,19.0,4,122.0,85.0,2310,18.5,73,1,ford pinto
V,3,21.0,6,155.0,107.0,2472,14.0,73,1,mercury capri v6
V,3,26.0,4,98.0,90.0,2265,15.5,73,2,fiat 124 sport coupe
V,3,15.0,8,350.0,145.0,4082,13.0,73,1,chevrolet monte carlo s
V,3,16.0,8,400.0,230.0,4278,9.5,73,1,pontiac grand prix
V,3,29.0,4,68.0,49.0,1867,19.5,73,2,fiat 128
V,3,24.0,4,116.0,75.0,2158,15.5,73,2,opel manta
V,3,20.0,4,114.0,91.0,2582,14.0,73,2,audi 100ls
V,3,19.0,4,121.0,112.0,2868,15.5,73,2,volvo 144ea
V,3,15.0,8,318.0,150.0,3399,11.0,73,1,dodge dart custom
V,3,24.0,4,121.0,110.0,2660,14.0,73,2,saab 99le
V,3,20.0,6,156.0,122.0,2807,13.5,73,3,toyota mark ii
V,3,11.0,8,350.0,180.0,3664,11.0,73,1,oldsmobile omega
V,3,20.0,6,198.0,95.0,3102,16.5,74,1,plymouth duster
V,3,21.0,6,200.0,,2875,17.0,74,1,ford maverick
V,3,19.0,6,232.0,100.0,2901,16.0,74,1,amc hornet
V,3,15.0,6,250.0,100.0,3336,17.0,74,1,chevrolet nova
V,3,31.0,4,79.0,67.0,1950,19.0,74,3,datsun b210
V,3,26.0,4,122.0,80.0,2451,16.5,74,1,ford pinto
V,3,32.0,4,71.0,65.0,1836,21.0,74,3,toyota corolla 1200
V,3,25.0,4,140.0,75.0,2542,17.0,74,1,chevrolet vega
V,3,16.0,6,250.0,100.0,3781,17.0,74,1,chevrolet chevelle malibu classic
V,3,16.0,6,258.0,110.0,3632,18.0,74,1,amc matador
V,3,18.0,6,225.0,105.0,3613,16.5,74,1,plymouth satellite sebring
V,3,16.0,8,302.0,140.0,4141,14.0,74,1,ford gran torino
V,3,13.0,8,350.0,150.0,4699,14.5,74,1,buick century luxus (sw)
V,3,14.0,8,318.0,150.0,4457,13.5,74,1,dodge coronet custom (sw)
V,3,14.0,8,302.0,140.0,4638,16.0,74,1,ford gran torino (sw)
V,3,14.0,8,304.0,150.0,4257,15.5,74,1,amc matador (sw)
V,3,29.0,4,98.0,83.0,2219,16.5,74,2,audi fox
V,3,26.0,4,79.0,67.0,1963,15.5,74,2,volkswagen dasher
V,3,26.0,4,97.0,78.0,2300,14.5,74,2,opel manta
V,3,31.0,4,76.0,52.0,1649,16.5,74,3,toyota corona
V,3,32.0,4,83.0,61.0,2003,19.0,74,3,datsun 710
V,3,28.0,4,90.0,75.0,2125,14.5,74,1,dodge colt
V,3,24.0,4,90.0,75.0,2108,15.5,74,2,fiat 128
V,3,26.0,4,116.0,75.0,2246,14.0,74,2,fiat 124 tc
V,3,24.0,4,120.0,97.0,2489,15.0,74,3,honda civic
V,3,26.0,4,108.0,93.0,2391,15.5,74,3,subaru
V,3,31.0,4,79.0,67.0,2000,16.0,74,2,fiat x1.9
V,3,19.0,6,225.0,95.0,3264,16.0,75,1,plymouth valiant custom
V,3,18.0,6,250.0,105.0,3459,16.0,75,1,chevrolet nova
V,3,15.0,6,250.0,72.0,3432,21.0,75,1,mercury monarch
V,3,15.0,6,250.0,72.0,3158,19.5,75,1,ford maverick
V,3,16.0,8,400.0,170.0,4668,11.5,75,1,pontiac catalina
V,3,15.0,8,350.0,145.0,4440,14.0,75,1,chevrolet bel air
V,3,16.0,8,318.0,150.0,4498,14.5,75,1,plymouth grand fury
V,3,14.0,8,351.0,148.0,4657,13.5,75,1,ford ltd
T,4,18.0,8,307.0,130.0,3504,12.0,70,1,chevrolet chevelle malibu
T,4,15.0,8,350.0,165.0,3693,11.5,70,1,buick skylark 320
T,4,18.0,8,318.0,150.0,3436,11.0,70,1,plymouth satellite
T,4,16.0,8,304.0,150.0,3433,12.0,70,1,amc rebel sst
T,4,17.0,8,302.0,140.0,3449,10.5,70,1,ford torino
T,4,15.0,8,429.0,198.0,4341,10.0,70,1,ford galaxie 500
T,4,14.0,8,454.0,220.0,4354,9.0,70,1,chevrolet impala
T,4,14.0,8,440.0,215.0,4312,8.5,70,1,plymouth fury iii
T,4,14.0,8,455.0,225.0,4425,10.0,70,1,pontiac catalina
T,4,15.0,8,390.0,190.0,3850,8.5,70,1,amc ambassador dpl
T,4,15.0,8,383.0,170.0,3563,10.0,70,1,dodge challenger se
T,4,14.0,8,340.0,160.0,3609,8.0,70,1,plymouth 'cuda 340
T,4,15.0,8,400.0,150.0,3761,9.5,70,1,chevrolet monte carlo
T,4,14.0,8,455.0,225.0,3086,10.0,70,1,buick estate wagon (sw)
T,4,24.0,4,113.0,95.0,2372,15.0,70,3,toyota corona mark ii
T,4,22.0,6,198.0,95.0,2833,15.5,70,1,plymouth duster
T,4,18.0,6,199.0,97.0,2774,15.5,70,1,amc hornet
T,4,21.0,6,200.0,85.0,2587,16.0,70,1,ford maverick
T,4,27.0,4,97.0,88.0,2130,14.5,70,3,datsun pl510
T,4,26.0,4,97.0,46.0,1835,20.5,70,2,volkswagen 1131 deluxe sedan
T,4,25.0,4,110.0,87.0,2672,17.5,70,2,peugeot 504
T,4,24.0,4,107.0,90.0,2430,14.5,70,2,audi 100 ls
T,4,25.0,4,104.0,95.0,2375,17.5,70,2,saab 99e
T,4,26.0,4,121.0,113.0,2234,12.5,70,2,bmw 2002
T,4,21.0,6,199.0,90.0,2648,15.0,70,1,amc gremlin
T,4,10.0,8,360.0,215.0,4615,14.0,70,1,ford f250
T,4,10.0,8,307.0,200.0,4376,15.0,70,1,chevy c20
T,4,11.0,8,318.0,210.0,4382,13.5,70,1,dodge d200
T,4,9.0,8,304.0,193.0,4732,18.5,70,1,hi 1200d
T,4,27.0,4,97.0,88.0,2130,14.5,71,3,datsun pl510
T,4,28.0,4,140.0,90.0,2264,15.5,71,1,chevrolet vega 2300
T,4,25.0,4,113.0,95.0,2228,14.0,71,3,toyota corona
T,4,25.0,4,98.0,,2046,19.0,71,1,ford pinto
T,4,19.0,6,232.0,100.0,2634,13.0,71,1,amc gremlin
T,4,16.0,6,225.0,105.0,3439,15.5,71,1,plymouth satellite custom
T,4,17.0,6,250.0,100.0,3329,15.5,71,1,chevrolet chevelle malibu
T,4,19.0,6,250.0,88.0,3302,15.5,71,1,ford torino 500
T,4,18.0,6,232.0,100.0,3288,15.5,71,1,amc matador
T,4,14.0,8,350.0,165.0,4209,12.0,71,1,chevrolet impala
T,4,14.0,8,400.0,175.0,4464,11.5,71,1,pontiac catalina brougham
T,4,14.0,8,351.0,153.0,4154,13.5,71,1,ford galaxie 500
T,4,14.0,8,318.0,150.0,4096,13.0,71,1,plymouth fury iii
T,4,12.0,8,383.0,180.0,4955,11.5,71,1,dodge monaco (sw)
T,4,13.0,8,400.0,170.0,4746,12.0,71,1,ford country squire (sw)
T,4,13.0,8,400.0,175.0,5140,12.0,71,1,pontiac safari (sw)
T,4,18.0,6,258.0,110.0,2962,13.5,71,1,amc hornet sportabout (sw)
T,4,22.0,4,140.0,72.0,2408,19.0,71,1,chevrolet vega (sw)
T,4,19.0,6,250.0,100.0,3282,15.0,71,1,pontiac firebird
T,4,18.0,6,250.0,88.0,3139,14.5,71,1,ford mustang
T,4,23.0,4,122.0,86.0,2220,14.0,71,1,mercury capri 2000
T,4,28.0,4,116.0,90.0,2123,14.0,71,2,opel 1900
T,4,30.0,4,79.0,70.0,2074,19.5,71,2,peugeot 304
T,4,30.0,4,88.0,76.0,2065,14.5,71,2,fiat 124b
T,4,31.0,4,71.0,65.0,1773,19.0,71,3,toyota corolla 1200
T,4,35.0,4,72.0,69.0,1613,18.0,71,3,datsun 1200
T,4,27.0,4,97.0,60.0,1834,19.0,71,2,volkswagen model 111
T,4,26.0,4,91.0,70.0,1955,20.5,71,1,plymouth cricket
T,4,24.0,4,113.0,95.0,2278,15.5,72,3,toyota corona hardtop
T,4,25.0,4,97.5,80.0,2126,17.0,72,1,dodge colt hardtop
T,4,23.0,4,97.0,54.0,2254,23.5,72,2,volkswagen type 3
T,4,20.0,4,140.0,90.0,2408,19.5,72,1,chevrolet vega
T,4,21.0,4,122.0,86.0,2226,16.5,72,1,ford pinto runabout
T,4,13.0,8,350.0,165.0,4274,12.0,72,1,chevrolet impala
T,4,14.0,8,400.0,175.0,4385,12.0,72,1,pontiac catalina
T,4,15.0,8,318.0,150.0,4135,13.5,72,1,plymouth fury iii
T,4,14.0,8,351.0,153.0,4129,13.0,72,1,ford galaxie 500
T,4,17.0,8,304.0,150.0,3672,11.5,72,1,amc ambassador sst
T,4,11.0,8,429.0,208.0,4633,11.0,72,1,mercury marquis
T,4,13.0,8,350.0,155.0,4502,13.5,72,1,buick lesabre custom
T,4,12.0,8,350.0,160.0,4456,13.5,72,1,oldsmobile delta 88 royale
T,4,13.0,8,400.0,190.0,4422,12.5,72,1,chrysler newport royal
T,4,19.0,3,70.0,97.0,2330,13.5,72,3,mazda rx2 coupe
T,4,15.0,8,304.0,150.0,3892,12.5,72,1,amc matador (sw)
T,4,13.0,8,307.0,130.0,4098,14.0,72,1,chevrolet chevelle concours (sw)
T,4,13.0,8,302.0,140.0,4294,16.0,72,1,ford gran torino (sw)
T,4,14.0,8,318.0,150.0,4077,14.0,72,1,plymouth satellite custom (sw)
T,4,18.0,4,121.0,112.0,2933,14.5,72,2,volvo 145e (sw)
T,4,22.0,4,121.0,76.0,2511,18.0,72,2,volkswagen 411 (sw)
T,4,21.0,4,120.0,87.0,2979,19.5,72,2,peugeot 504 (sw)
T,4,26.0,4,96.0,69.0,2189,18.0,72,2,renault 12 (sw)
T,4,22.0,4,122.0,86.0,2395,16.0,72,1,ford pinto (sw)
T,4,28.0,4,97.0,92.0,2288,17.0,72,3,datsun 510 (sw)
T,4,23.0,4,120.0,97.0,2506,14.5,72,3,toyouta corona mark ii (sw)
T,4,28.0,4,98.0,80.0,2164,15.0,72,1,dodge colt (sw)
T,4,27.0,4,97.0,88.0,2100,16.5,72,3,toyota corolla 1600 (sw)
T,4,13.0,8,350.0,175.0,4100,13.0,73,1,buick century 350
T,4,14.0,8,304.0,150.0,3672,11.5,73,1,amc matador
T,4,13.0,8,350.0,145.0,3988,13.0,73,1,chevrolet malibu
T,4,14.0,8,302.0,137.0,4042,14.5,73,1,ford gran torino
T,4,15.0,8,318.0,150.0,3777,12.5,73,1,dodge coronet custom
T,4,12.0,8,429.0,198.0,4952,11.5,73,1,mercury marquis brougham
T,4,13.0,8,400.0,150.0,4464,12.0,73,1,chevrolet caprice classic
T,4,13.0,8,351.0,158.0,4363,13.0,73,1,ford ltd
T,4,14.0,8,318.0,150.0,4237,14.5,73,1,plymouth fury gran sedan
T,4,13.0,8,440.0,215.0,4735,11.0,73,1,chrysler new yorker brougham
T,4,12.0,8,455.0,225.0,4951,11.0,73,1,buick electra 225 custom
T,4,13.0,8,360.0,175.0,3821,11.0,73,1,amc ambassador brougham
T,4,18.0,6,225.0,105.0,3121,16.5,73,1,plymouth valiant
T,4,16.0,6,250.0,100.0,3278,18.0,73,1,chevrolet nova custom
T,4,18.0,6,232.0,100.0,2945,16.0,73,1,amc hornet
T,4,18.0,6,250.0,88.0,3021,16.5,73,1,ford maverick
T,4,23.0,6,198.0,95.0,2904,16.0,73,1,plymouth duster
T,4,26.0,4,97.0,46.0,1950,21.0,73,2,volkswagen super beetle
T,4,11.0,8,400.0,150.0,4997,14.0,73,1,chevrolet impala
T,4,12.0,8,400.0,167.0,4906,12.5,73,1,ford country
T,4,13.0,8,360.0,170.0,4654,13.0,73,1,plymouth custom suburb
T,4,12.0,8,350.0,180.0,4499,12.5,73,1,oldsmobile vista cruiser
T,4,18.0,6,232.0,100.0,2789,15.0,73,1,amc gremlin
T,4,20.0,4,97.0,88.0,2279,19.0,73,3,toyota carina
T,4,21.0,4,140.0,72.0,2401,19.5,73,1,chevrolet vega
T,4,22.0,4,108.0,94.0,2379,16.5,73,3,datsun 610
T,4,18.0,3,70.0,90.0,2124,13.5,73,3,maxda rx3
T,4,19.0,4,122.0,85.0,2310,18.5,73,1,ford pinto
T,4,21.0,6,155.0,107.0,2472,14.0,73,1,mercury capri v6
T,4,26.0,4,98.0,90.0,2265,15.5,73,2,fiat 124 sport coupe
T,4,15.0,8,350.0,145.0,4082,13.0,73,1,chevrolet monte carlo s
T,4,16.0,8,400.0,230.0,4278,9.5,73,1,pontiac grand prix
T,4,29.0,4,68.0,49.0,1867,19.5,73,2,fiat 128
T,4,24.0,4,116.0,75.0,2158,15.5,73,2,opel manta
T,4,20.0,4,114.0,91.0,2582,14.0,73,2,audi 100ls
T,4,19.0,4,121.0,112.0,2868,15.5,73,2,volvo 144ea
T,4,15.0,8,318.0,150.0,3399,11.0,73,1,dodge dart custom
T,4,24.0,4,121.0,110.0,2660,14.0,73,2,saab 99le
T,4,20.0,6,156.0,122.0,2807,13.5,73,3,toyota mark ii
T,4,11.0,8,350.0,180.0,3664,11.0,73,1,oldsmobile omega
T,4,20.0,6,198.0,95.0,3102,16.5,74,1,plymouth duster
T,4,21.0,6,200.0,,2875,17.0,74,1,ford maverick
T,4,19.0,6,232.0,100.0,2901,16.0,74,1,amc hornet
T,4,15.0,6,250.0,100.0,3336,17.0,74,1,chevrolet nova
T,4,31.0,4,79.0,67.0,1950,19.0,74,3,datsun b210
T,4,26.0,4,122.0,80.0,2451,16.5,74,1,ford pinto
T,4,32.0,4,71.0,65.0,1836,21.0,74,3,toyota corolla 1200
T,4,25.0,4,140.0,75.0,2542,17.0,74,1,chevrolet vega
T,4,16.0,6,250.0,100.0,3781,17.0,74,1,chevrolet chevelle malibu classic
T,4,16.0,6,258.0,110.0,3632,18.0,74,1,amc matador
T,4,18.0,6,225.0,105.0,3613,16.5,74,1,plymouth satellite sebring
T,4,16.0,8,302.0,140.0,4141,14.0,74,1,ford gran torino
T,4,13.0,8,350.0,150.0,4699,14.5,74,1,buick century luxus (sw)
T,4,14.0,8,318.0,150.0,4457,13.5,74,1,dodge coronet custom (sw)
T,4,14.0,8,302.0,140.0,4638,16.0,74,1,ford gran torino (sw)
T,4,14.0,8,304.0,150.0,4257,15.5,74,1,amc matador (sw)
T,4,29.0,4,98.0,83.0,2219,16.5,74,2,audi fox
T,4,26.0,4,79.0,67.0,1963,15.5,74,2,volkswagen dasher
T,4,26.0,4,97.0,78.0,2300,14.5,74,2,opel manta
T,4,31.0,4,76.0,52.0,1649,16.5,74,3,toyota corona
T,4,32.0,4,83.0,61.0,2003,19.0,74,3,datsun 710
T,4,28.0,4,90.0,75.0,2125,14.5,74,1,dodge colt
T,4,24.0,4,90.0,75.0,2108,15.5,74,2,fiat 128
T,4,26.0,4,116.0,75.0,2246,14.0,74,2,fiat 124 tc
T,4,24.0,4,120.0,97.0,2489,15.0,74,3,honda civic
T,4,26.0,4,108.0,93.0,2391,15.5,74,3,subaru
T,4,31.0,4,79.0,67.0,2000,16.0,74,2,fiat x1.9
T,4,19.0,6,225.0,95.0,3264,16.0,75,1,plymouth valiant custom
T,4,18.0,6,250.0,105.0,3459,16.0,75,1,chevrolet nova
T,4,15.0,6,250.0,72.0,3432,21.0,75,1,mercury monarch
T,4,15.0,6,250.0,72.0,3158,19.5,75,1,ford maverick
T,4,16.0,8,400.0,170.0,4668,11.5,75,1,pontiac catalina
T,4,15.0,8,350.0,145.0,4440,14.0,75,1,chevrolet bel air
T,4,16.0,8,318.0,150.0,4498,14.5,75,1,plymouth grand fury
T,4,14.0,8,351.0,148.0,4657,13.5,75,1,ford ltd
T,4,30.5,4,97.0,78.0,2190,14.1,77,2,volkswagen dasher
T,4,22.0,6,146.0,97.0,2815,14.5,77,3,datsun 810
T,4,21.5,4,121.0,110.0,2600,12.8,77,2,bmw 320i
T,4,21.5,3,80.0,110.0,2720,13.5,77,3,mazda rx-4
T,4,43.1,4,90.0,48.0,1985,21.5,78,2,volkswagen rabbit custom diesel
T,4,36.1,4,98.0,66.0,1800,14.4,78,1,ford fiesta
T,4,32.8,4,78.0,52.0,1985,19.4,78,3,mazda glc deluxe
T,4,39.4,4,85.0,70.0,2070,18.6,78,3,datsun b210 gx
T,4,36.1,4,91.0,60.0,1800,16.4,78,3,honda civic cvcc
T,4,19.9,8,260.0,110.0,3365,15.5,78,1,oldsmobile cutlass salon brougham
T,4,19.4,8,318.0,140.0,3735,13.2,78,1,dodge diplomat
T,4,20.2,8,302.0,139.0,3570,12.8,78,1,mercury monarch ghia
T,4,19.2,6,231.0,105.0,3535,19.2,78,1,pontiac phoenix lj
T,4,20.5,6,200.0,95.0,3155,18.2,78,1,chevrolet malibu
T,4,20.2,6,200.0,85.0,2965,15.8,78,1,ford fairmont (auto)
T,4,25.1,4,140.0,88.0,2720,15.4,78,1,ford fairmont (man)
T,4,20.5,6,225.0,100.0,3430,17.2,78,1,plymouth volare
T,4,19.4,6,232.0,90.0,3210,17.2,78,1,amc concord
T,4,20.6,6,231.0,105.0,3380,15.8,78,1,buick century special
T,4,20.8,6,200.0,85.0,3070,16.7,78,1,mercury zephyr
T,4,18.6,6,225.0,110.0,3620,18.7,78,1,dodge aspen
T,4,18.1,6,258.0,120.0,3410,15.1,78,1,amc concord d/l
T,4,19.2,8,305.0,145.0,3425,13.2,78,1,chevrolet monte carlo landau
T,4,17.7,6,231.0,165.0,3445,13.4,78,1,buick regal sport coupe (turbo)
T,4,18.1,8,302.0,139.0,3205,11.2,78,1,ford futura
T,4,17.5,8,318.0,140.0,4080,13.7,78,1,dodge magnum xe
T,4,30.0,4,98.0,68.0,2155,16.5,78,1,chevrolet chevette
T,4,27.5,4,134.0,95.0,2560,14.2,78,3,toyota corona
T,4,27.2,4,119.0,97.0,2300,14.7,78,3,datsun 510
T,4,30.9,4,105.0,75.0,2230,14.5,78,1,dodge omni
T,4,21.1,4,134.0,95.0,2515,14.8,78,3,toyota celica gt liftback
T,4,23.2,4,156.0,105.0,2745,16.7,78,1,plymouth sapporo
T,4,23.8,4,151.0,85.0,2855,17.6,78,1,oldsmobile starfire sx
T,4,23.9,4,119.0,97.0,2405,14.9,78,3,datsun 200-sx
T,4,20.3,5,131.0,103.0,2830,15.9,78,2,audi 5000
T,4,17.0,6,163.0,125.0,3140,13.6,78,2,volvo 264gl
T,4,21.6,4,121.0,115.0,2795,15.7,78,2,saab 99gle
T,4,16.2,6,163.0,133.0,3410,15.8,78,2,peugeot 604sl
T,4,31.5,4,89.0,71.0,1990,14.9,78,2,volkswagen scirocco
T,4,29.5,4,98.0,68.0,2135,16.6,78,3,honda accord lx
T,4,21.5,6,231.0,115.0,3245,15.4,79,1,pontiac lemans v6
T,4,19.8,6,200.0,85.0,2990,18.2,79,1,mercury zephyr 6
T,4,22.3,4,140.0,88.0,2890,17.3,79,1,ford fairmont 4
T,4,20.2,6,232.0,90.0,3265,18.2,79,1,amc concord dl 6
T,4,20.6,6,225.0,110.0,3360,16.6,79,1,dodge aspen 6
T,4,17.0,8,305.0,130.0,3840,15.4,79,1,chevrolet caprice classic
T,4,17.6,8,302.0,129.0,3725,13.4,79,1,ford ltd landau
T,4,16.5,8,351.0,138.0,3955,13.2,79,1,mercury grand marquis
T,4,18.2,8,318.0,135.0,3830,15.2,79,1,dodge st. regis
T,4,16.9,8,350.0,155.0,4360,14.9,79,1,buick estate wagon (sw)
T,4,15.5,8,351.0,142.0,4054,14.3,79,1,ford country squire (sw)
T,4,19.2,8,267.0,125.0,3605,15.0,79,1,chevrolet malibu classic (sw)
T,4,18.5,8,360.0,150.0,3940,13.0,79,1,chrysler lebaron town @ country (sw)
T,4,31.9,4,89.0,71.0,1925,14.0,79,2,vw rabbit custom
T,4,34.1,4,86.0,65.0,1975,15.2,79,3,maxda glc deluxe
T,4,35.7,4,98.0,80.0,1915,14.4,79,1,dodge colt hatchback custom
T,4,27.4,4,121.0,80.0,2670,15.0,79,1,amc spirit dl
T,4,25.4,5,183.0,77.0,3530,20.1,79,2,mercedes benz 300d
T,4,23.0,8,350.0,125.0,3900,17.4,79,1,cadillac eldorado
T,4,27.2,4,141.0,71.0,3190,24.8,79,2,peugeot 504
T,4,23.9,8,260.0,90.0,3420,22.2,79,1,oldsmobile cutlass salon brougham
T,4,34.2,4,105.0,70.0,2200,13.2,79,1,plymouth horizon
T,4,34.5,4,105.0,70.0,2150,14.9,79,1,plymouth horizon tc3
T,4,31.8,4,85.0,65.0,2020,19.2,79,3,datsun 210
T,4,37.3,4,91.0,69.0,2130,14.7,79,2,fiat strada custom
T,4,28.4,4,151.0,90.0,2670,16.0,79,1,buick skylark limited
T,4,28.8,6,173.0,115.0,2595,11.3,79,1,chevrolet citation
T,4,26.8,6,173.0,115.0,2700,12.9,79,1,oldsmobile omega brougham
T,4,33.5,4,151.0,90.0,2556,13.2,79,1,pontiac phoenix
T,4,41.5,4,98.0,76.0,2144,14.7,80,2,vw rabbit
T,4,38.1,4,89.0,60.0,1968,18.8,80,3,toyota corolla tercel
T,4,32.1,4,98.0,70.0,2120,15.5,80,1,chevrolet chevette
T,4,37.2,4,86.0,65.0,2019,16.4,80,3,datsun 310
T,4,28.0,4,151.0,90.0,2678,16.5,80,1,chevrolet citation
T,4,26.4,4,140.0,88.0,2870,18.1,80,1,ford fairmont
T,4,24.3,4,151.0,90.0,3003,20.1,80,1,amc concord
T,4,19.1,6,225.0,90.0,3381,18.7,80,1,dodge aspen
T,4,34.3,4,97.0,78.0,2188,15.8,80,2,audi 4000
T,4,29.8,4,134.0,90.0,2711,15.5,80,3,toyota corona liftback
T,4,31.3,4,120.0,75.0,2542,17.5,80,3,mazda 626
T,4,37.0,4,119.0,92.0,2434,15.0,80,3,datsun 510 hatchback
T,4,32.2,4,108.0,75.0,2265,15.2,80,3,toyota corolla
T,4,46.6,4,86.0,65.0,2110,17.9,80,3,mazda glc
T,4,27.9,4,156.0,105.0,2800,14.4,80,1,dodge colt
T,4,40.8,4,85.0,65.0,2110,19.2,80,3,datsun 210
T,4,44.3,4,90.0,48.0,2085,21.7,80,2,vw rabbit c (diesel)
T,4,43.4,4,90.0,48.0,2335,23.7,80,2,vw dasher (diesel)
T,4,36.4,5,121.0,67.0,2950,19.9,80,2,audi 5000s (diesel)
T,4,30.0,4,146.0,67.0,3250,21.8,80,2,mercedes-benz 240d
T,4,44.6,4,91.0,67.0,1850,13.8,80,3,honda civic 1500 gl
T,4,40.9,4,85.0,,1835,17.3,80,2,renault lecar deluxe
T,4,33.8,4,97.0,67.0,2145,18.0,80,3,subaru dl
T,4,29.8,4,89.0,62.0,1845,15.3,80,2,vokswagen rabbit
T,4,32.7,6,168.0,132.0,2910,11.4,80,3,datsun 280-zx
T,4,23.7,3,70.0,100.0,2420,12.5,80,3,mazda rx-7 gs
T,4,35.0,4,122.0,88.0,2500,15.1,80,2,triumph tr7 coupe
T,4,23.6,4,140.0,,2905,14.3,80,1,ford mustang cobra
T,4,32.4,4,107.0,72.0,2290,17.0,80,3,honda accord
T,4,27.2,4,135.0,84.0,2490,15.7,81,1,plymouth reliant
T,4,26.6,4,151.0,84.0,2635,16.4,81,1,buick skylark
T,4,25.8,4,156.0,92.0,2620,14.4,81,1,dodge aries wagon (sw)
T,4,23.5,6,173.0,110.0,2725,12.6,81,1,chevrolet citation
T,4,30.0,4,135.0,84.0,2385,12.9,81,1,plymouth reliant
T,4,39.1,4,79.0,58.0,1755,16.9,81,3,toyota starlet
T,4,39.0,4,86.0,64.0,1875,16.4,81,1,plymouth champ
T,4,35.1,4,81.0,60.0,1760,16.1,81,3,honda civic 1300
T,4,32.3,4,97.0,67.0,2065,17.8,81,3,subaru
T,4,37.0,4,85.0,65.0,1975,19.4,81,3,datsun 210 mpg
T,4,37.7,4,89.0,62.0,2050,17.3,81,3,toyota tercel
T,4,34.1,4,91.0,68.0,1985,16.0,81,3,mazda glc 4
T,4,34.7,4,105.0,63.0,2215,14.9,81,1,plymouth horizon 4
T,4,34.4,4,98.0,65.0,2045,16.2,81,1,ford escort 4w
T,4,29.9,4,98.0,65.0,2380,20.7,81,1,ford escort 2h
T,4,33.0,4,105.0,74.0,2190,14.2,81,2,volkswagen jetta
T,4,34.5,4,100.0,,2320,15.8,81,2,renault 18i
T,4,33.7,4,107.0,75.0,2210,14.4,81,3,honda prelude
T,4,32.4,4,108.0,75.0,2350,16.8,81,3,toyota corolla
T,4,32.9,4,119.0,100.0,2615,14.8,81,3,datsun 200sx
T,4,31.6,4,120.0,74.0,2635,18.3,81,3,mazda 626
T,4,28.1,4,141.0,80.0,3230,20.4,81,2,peugeot 505s turbo diesel
T,4,30.7,6,145.0,76.0,3160,19.6,81,2,volvo diesel
T,4,25.4,6,168.0,116.0,2900,12.6,81,3,toyota cressida
T,4,24.2,6,146.0,120.0,2930,13.8,81,3,datsun 810 maxima
T,4,22.4,6,231.0,110.0,3415,15.8,81,1,buick century
T,4,26.6,8,350.0,105.0,3725,19.0,81,1,oldsmobile cutlass ls
T,4,20.2,6,200.0,88.0,3060,17.1,81,1,ford granada gl
T,4,17.6,6,225.0,85.0,3465,16.6,81,1,chrysler lebaron salon
T,4,28.0,4,112.0,88.0,2605,19.6,82,1,chevrolet cavalier
T,4,27.0,4,112.0,88.0,2640,18.6,82,1,chevrolet cavalier wagon
T,4,34.0,4,112.0,88.0,2395,18.0,82,1,chevrolet cavalier 2-door
T,4,31.0,4,112.0,85.0,2575,16.2,82,1,pontiac j2000 se hatchback
T,4,29.0,4,135.0,84.0,2525,16.0,82,1,dodge aries se
T,4,27.0,4,151.0,90.0,2735,18.0,82,1,pontiac phoenix
T,4,24.0,4,140.0,92.0,2865,16.4,82,1,ford fairmont futura
T,4,23.0,4,151.0,,3035,20.5,82,1,amc concord dl
T,4,36.0,4,105.0,74.0,1980,15.3,82,2,volkswagen rabbit l
T,4,37.0,4,91.0,68.0,2025,18.2,82,3,mazda glc custom l
T,4,31.0,4,91.0,68.0,1970,17.6,82,3,mazda glc custom
T,4,38.0,4,105.0,63.0,2125,14.7,82,1,plymouth horizon miser
T,4,36.0,4,98.0,70.0,2125,17.3,82,1,mercury lynx l
T,4,36.0,4,120.0,88.0,2160,14.5,82,3,nissan stanza xe
T,4,36.0,4,107.0,75.0,2205,14.5,82,3,honda accord
T,4,34.0,4,108.0,70.0,2245,16.9,82,3,toyota corolla
T,4,38.0,4,91.0,67.0,1965,15.0,82,3,honda civic
T,4,32.0,4,91.0,67.0,1965,15.7,82,3,honda civic (auto)
T,4,38.0,4,91.0,67.0,1995,16.2,82,3,datsun 310 gx
T,4,25.0,6,181.0,110.0,2945,16.4,82,1,buick century limited
T,4,38.0,6,262.0,85.0,3015,17.0,82,1,oldsmobile cutlass ciera (diesel)
T,4,26.0,4,156.0,92.0,2585,14.5,82,1,chrysler lebaron medallion
T,4,22.0,6,232.0,112.0,2835,14.7,82,1,ford granada l
T,4,32.0,4,144.0,96.0,2665,13.9,82,3,toyota celica gt
T,4,36.0,4,135.0,84.0,2370,13.0,82,1,dodge charger 2.2
T,4,27.0,4,151.0,90.0,2950,17.3,82,1,chevrolet camaro
T,4,27.0,4,140.0,86.0,2790,15.6,82,1,ford mustang gl
T,4,44.0,4,97.0,52.0,2130,24.6,82,2,vw pickup
